"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DE-LU","Generation - Solar  [MW] Intraday / BZN|DE-LU","Generation - Solar  [MW] Current / BZN|DE-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore  [MW] Current / BZN|DE-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore  [MW] Current / BZN|DE-LU"
"03.01.2023 21:00 - 03.01.2023 21:15","0","0","","5449","5385","","20134","18224",""
"03.01.2023 21:15 - 03.01.2023 21:30","0","0","","5447","5382","","20663","18820",""
"03.01.2023 21:30 - 03.01.2023 21:45","0","0","","5445","5388","","21195","19408",""
"03.01.2023 21:45 - 03.01.2023 22:00","0","0","","5442","5416","","21719","19992",""
"03.01.2023 22:00 - 03.01.2023 22:15","0","0","","5471","5447","","21858","20228",""
"03.01.2023 22:15 - 03.01.2023 22:30","0","0","","5503","5425","","22257","20704",""
"03.01.2023 22:30 - 03.01.2023 22:45","0","0","","5429","5417","","22645","21173",""
"03.01.2023 22:45 - 03.01.2023 23:00","0","0","","5500","5345","","23022","21621",""
"03.01.2023 23:00 - 03.01.2023 23:15","0","0","","5517","5336","","23390","22061",""
"03.01.2023 23:15 - 03.01.2023 23:30","0","0","","5531","5345","","23733","22515",""
"03.01.2023 23:30 - 03.01.2023 23:45","0","0","","5542","5353","","24076","22967",""
"03.01.2023 23:45 - 04.01.2023 00:00","0","0","","5562","5360","","24419","23419",""
"04.01.2023 00:00 - 04.01.2023 00:15","0","0","","5587","4947","","23385","26493",""
"04.01.2023 00:15 - 04.01.2023 00:30","0","0","","5616","4929","","23916","26923",""
"04.01.2023 00:30 - 04.01.2023 00:45","0","0","","5643","4938","","24436","27682",""
"04.01.2023 00:45 - 04.01.2023 01:00","0","0","","5672","4983","","24940","28130",""
"04.01.2023 01:00 - 04.01.2023 01:15","0","0","","5443","5156","","25452","28483",""
"04.01.2023 01:15 - 04.01.2023 01:30","0","0","","5466","5246","","25963","29002",""
"04.01.2023 01:30 - 04.01.2023 01:45","0","0","","5472","5292","","26490","29576",""
"04.01.2023 01:45 - 04.01.2023 02:00","0","0","","5504","5271","","26991","29998",""
"04.01.2023 02:00 - 04.01.2023 02:15","0","0","","5535","5337","","27499","30295",""
"04.01.2023 02:15 - 04.01.2023 02:30","0","0","","5548","5293","","28014","30395",""
"04.01.2023 02:30 - 04.01.2023 02:45","0","0","","5561","5302","","28520","30839",""
"04.01.2023 02:45 - 04.01.2023 03:00","0","0","","5580","5347","","29009","30797",""
"04.01.2023 03:00 - 04.01.2023 03:15","0","0","","5450","5387","","29300","30864",""
"04.01.2023 03:15 - 04.01.2023 03:30","0","0","","5466","5328","","29302","29571",""
"04.01.2023 03:30 - 04.01.2023 03:45","0","0","","5481","5368","","29320","28813",""
"04.01.2023 03:45 - 04.01.2023 04:00","0","0","","5492","5420","","29300","28847",""
"04.01.2023 04:00 - 04.01.2023 04:15","0","0","","5519","5469","","29099","28763",""
"04.01.2023 04:15 - 04.01.2023 04:30","0","0","","5545","5511","","29582","28925",""
"04.01.2023 04:30 - 04.01.2023 04:45","0","0","","5577","5527","","30071","29390",""
"04.01.2023 04:45 - 04.01.2023 05:00","0","0","","5604","5492","","30552","29846",""
"04.01.2023 05:00 - 04.01.2023 05:15","0","0","","5639","5521","","31656","31154",""
"04.01.2023 05:15 - 04.01.2023 05:30","0","0","","5640","5544","","32565","32190",""
"04.01.2023 05:30 - 04.01.2023 05:45","0","0","","5642","5584","","33524","33254",""
"04.01.2023 05:45 - 04.01.2023 06:00","0","0","","5650","5671","","34603","34170",""
"04.01.2023 06:00 - 04.01.2023 06:15","0","0","","5604","5767","","36122","36187",""
"04.01.2023 06:15 - 04.01.2023 06:30","0","0","","5617","5713","","36646","36504",""
"04.01.2023 06:30 - 04.01.2023 06:45","0","0","","5631","5655","","37105","37471",""
"04.01.2023 06:45 - 04.01.2023 07:00","0","0","","5641","5615","","37468","39137",""
"04.01.2023 07:00 - 04.01.2023 07:15","0","0","","5656","5512","","37766","39870",""
"04.01.2023 07:15 - 04.01.2023 07:30","0","0","","5657","5474","","38084","40630",""
"04.01.2023 07:30 - 04.01.2023 07:45","0","0","","5655","5522","","38419","41014",""
"04.01.2023 07:45 - 04.01.2023 08:00","0","0","","5655","5572","","38758","41195",""
"04.01.2023 08:00 - 04.01.2023 08:15","11","3","","5634","5609","","39099","41254",""
"04.01.2023 08:15 - 04.01.2023 08:30","51","29","","5629","5632","","39385","41456",""
"04.01.2023 08:30 - 04.01.2023 08:45","376","257","","5627","5653","","39655","41508",""
"04.01.2023 08:45 - 04.01.2023 09:00","587","400","","5622","5668","","39905","41614",""
"04.01.2023 09:00 - 04.01.2023 09:15","813","559","","5627","5689","","40147","41874",""
"04.01.2023 09:15 - 04.01.2023 09:30","1066","744","","5626","5702","","40316","41952",""
"04.01.2023 09:30 - 04.01.2023 09:45","1324","942","","5625","5711","","40479","42032",""
"04.01.2023 09:45 - 04.01.2023 10:00","1573","1130","","5629","5724","","40640","42106",""
"04.01.2023 10:00 - 04.01.2023 10:15","1796","1308","","5631","5739","","40789","42183",""
"04.01.2023 10:15 - 04.01.2023 10:30","2018","1485","","5635","5987","","40886","42225",""
"04.01.2023 10:30 - 04.01.2023 10:45","2209","1644","","5637","6005","","40983","42269",""
"04.01.2023 10:45 - 04.01.2023 11:00","2372","1784","","5644","6030","","41081","42322",""
"04.01.2023 11:00 - 04.01.2023 11:15","2471","1921","","5650","6005","","41177","42378",""
"04.01.2023 11:15 - 04.01.2023 11:30","2553","2049","","5646","6026","","41238","42418",""
"04.01.2023 11:30 - 04.01.2023 11:45","2628","2124","","5647","6038","","41300","42461",""
"04.01.2023 11:45 - 04.01.2023 12:00","2672","2148","","5645","6025","","41359","42493",""
"04.01.2023 12:00 - 04.01.2023 12:15","2683","2157","","5649","6044","","41417","42527",""
"04.01.2023 12:15 - 04.01.2023 12:30","2650","2159","","5650","6052","","41459","42498",""
"04.01.2023 12:30 - 04.01.2023 12:45","2573","2131","","5645","6071","","41506","42478",""
"04.01.2023 12:45 - 04.01.2023 13:00","2448","2069","","5644","6082","","41565","42463",""
"04.01.2023 13:00 - 04.01.2023 13:15","2312","2016","","5644","6098","","41628","42470",""
"04.01.2023 13:15 - 04.01.2023 13:30","2161","1926","","5640","6108","","41652","42478",""
"04.01.2023 13:30 - 04.01.2023 13:45","1997","1800","","5635","6118","","41665","42482",""
"04.01.2023 13:45 - 04.01.2023 14:00","1815","1645","","5631","6127","","41668","42480",""
"04.01.2023 14:00 - 04.01.2023 14:15","1631","1538","","5622","6136","","41672","41667",""
"04.01.2023 14:15 - 04.01.2023 14:30","1438","1358","","5619","6142","","41663","41680",""
"04.01.2023 14:30 - 04.01.2023 14:45","1246","1173","","5612","6152","","41649","41689",""
"04.01.2023 14:45 - 04.01.2023 15:00","1032","972","","5606","6161","","41635","41697",""
"04.01.2023 15:00 - 04.01.2023 15:15","811","775","","5600","5663","","41626","41704",""
"04.01.2023 15:15 - 04.01.2023 15:30","619","606","","5600","5659","","41609","41681",""
"04.01.2023 15:30 - 04.01.2023 15:45","456","446","","5600","5657","","41593","41659",""
"04.01.2023 15:45 - 04.01.2023 16:00","307","302","","5598","5656","","41580","41636",""
"04.01.2023 16:00 - 04.01.2023 16:15","202","196","","5597","5649","","41553","41614",""
"04.01.2023 16:15 - 04.01.2023 16:30","106","101","","5594","5652","","41546","41582",""
"04.01.2023 16:30 - 04.01.2023 16:45","26","28","","5594","5648","","41544","41550",""
"04.01.2023 16:45 - 04.01.2023 17:00","4","4","","5595","5649","","41540","41518",""
"04.01.2023 17:00 - 04.01.2023 17:15","0","0","","5591","5657","","41531","41483",""
"04.01.2023 17:15 - 04.01.2023 17:30","0","0","","5592","5657","","41530","41470",""
"04.01.2023 17:30 - 04.01.2023 17:45","0","0","","5593","5659","","41526","41454",""
"04.01.2023 17:45 - 04.01.2023 18:00","0","0","","5592","5658","","41520","41440",""
"04.01.2023 18:00 - 04.01.2023 18:15","0","0","","5589","5671","","41520","41434",""
"04.01.2023 18:15 - 04.01.2023 18:30","0","0","","5595","5675","","41569","41458",""
"04.01.2023 18:30 - 04.01.2023 18:45","0","0","","5593","5679","","41642","41500",""
"04.01.2023 18:45 - 04.01.2023 19:00","0","0","","5601","5690","","41761","41575",""
"04.01.2023 19:00 - 04.01.2023 19:15","0","0","","5602","5690","","41944","41715",""
"04.01.2023 19:15 - 04.01.2023 19:30","0","0","","5606","5689","","42055","41815",""
"04.01.2023 19:30 - 04.01.2023 19:45","0","0","","5607","5692","","42120","41876",""
"04.01.2023 19:45 - 04.01.2023 20:00","0","0","","5605","5696","","42163","41922",""
"04.01.2023 20:00 - 04.01.2023 20:15","0","0","","5608","5699","","42187","41966",""
"04.01.2023 20:15 - 04.01.2023 20:30","0","0","","5610","5698","","42223","41984",""
"04.01.2023 20:30 - 04.01.2023 20:45","0","0","","5612","5692","","42256","41995",""
"04.01.2023 20:45 - 04.01.2023 21:00","0","0","","5616","5694","","42086","41839",""
"04.01.2023 21:00 - 04.01.2023 21:15","0","0","","5624","5688","","41860","41504",""
"04.01.2023 21:15 - 04.01.2023 21:30","0","0","","5624","5681","","41623","41126",""
"04.01.2023 21:30 - 04.01.2023 21:45","0","0","","5628","5672","","41396","40803",""
"04.01.2023 21:45 - 04.01.2023 22:00","0","0","","5630","5663","","41398","40784",""
"04.01.2023 22:00 - 04.01.2023 22:15","0","0","","5662","5695","","40629","40006",""
"04.01.2023 22:15 - 04.01.2023 22:30","0","0","","5657","5684","","40611","39959",""
"04.01.2023 22:30 - 04.01.2023 22:45","0","0","","5648","5684","","40591","39908",""
"04.01.2023 22:45 - 04.01.2023 23:00","0","0","","5641","5673","","40576","39856",""
"04.01.2023 23:00 - 04.01.2023 23:15","0","0","","5638","5668","","40568","39810",""
"04.01.2023 23:15 - 04.01.2023 23:30","0","0","","5649","5671","","40536","39787",""
"04.01.2023 23:30 - 04.01.2023 23:45","0","0","","5653","5672","","40503","39757",""
"04.01.2023 23:45 - 05.01.2023 00:00","0","0","","5659","5677","","40468","39731",""
"05.01.2023 00:00 - 05.01.2023 00:15","0","0","","5940","4608","","38911","40541",""
"05.01.2023 00:15 - 05.01.2023 00:30","0","0","","5946","4536","","38566","40192",""
"05.01.2023 00:30 - 05.01.2023 00:45","0","0","","5953","4577","","38437","39839",""
"05.01.2023 00:45 - 05.01.2023 01:00","0","0","","5996","4547","","38257","38668",""
"05.01.2023 01:00 - 05.01.2023 01:15","0","0","","5638","4598","","38006","38015",""
"05.01.2023 01:15 - 05.01.2023 01:30","0","0","","5638","4367","","37841","37744",""
"05.01.2023 01:30 - 05.01.2023 01:45","0","0","","5643","4255","","37717","37514",""
"05.01.2023 01:45 - 05.01.2023 02:00","0","0","","5634","4194","","37619","37705",""
"05.01.2023 02:00 - 05.01.2023 02:15","0","0","","5632","4292","","37541","37635",""
"05.01.2023 02:15 - 05.01.2023 02:30","0","0","","5633","4201","","37466","37516",""
"05.01.2023 02:30 - 05.01.2023 02:45","0","0","","5629","4104","","37384","36986",""
"05.01.2023 02:45 - 05.01.2023 03:00","0","0","","5625","4099","","37300","37082",""
"05.01.2023 03:00 - 05.01.2023 03:15","0","0","","5622","3979","","37285","37039",""
"05.01.2023 03:15 - 05.01.2023 03:30","0","0","","5624","3880","","37294","36674",""
"05.01.2023 03:30 - 05.01.2023 03:45","0","0","","5627","3908","","37288","36529",""
"05.01.2023 03:45 - 05.01.2023 04:00","0","0","","5629","3905","","37268","36437",""
"05.01.2023 04:00 - 05.01.2023 04:15","0","0","","5629","3891","","37286","36370",""
"05.01.2023 04:15 - 05.01.2023 04:30","0","0","","5638","3747","","37330","36417",""
"05.01.2023 04:30 - 05.01.2023 04:45","0","0","","5641","3755","","37386","36755",""
"05.01.2023 04:45 - 05.01.2023 05:00","0","0","","5643","3671","","37449","36957",""
"05.01.2023 05:00 - 05.01.2023 05:15","0","0","","5645","3424","","37487","37717",""
"05.01.2023 05:15 - 05.01.2023 05:30","0","0","","5640","3287","","37598","38340",""
"05.01.2023 05:30 - 05.01.2023 05:45","0","0","","5636","3324","","37730","38947",""
"05.01.2023 05:45 - 05.01.2023 06:00","0","0","","5632","3363","","37955","39159",""
"05.01.2023 06:00 - 05.01.2023 06:15","0","0","","5715","3595","","38507","40185",""
"05.01.2023 06:15 - 05.01.2023 06:30","0","0","","5701","3429","","38281","39720",""
"05.01.2023 06:30 - 05.01.2023 06:45","0","0","","5688","3397","","38051","39269",""
"05.01.2023 06:45 - 05.01.2023 07:00","0","0","","5673","3357","","37803","39685",""
"05.01.2023 07:00 - 05.01.2023 07:15","0","0","","5655","3628","","37488","39776",""
"05.01.2023 07:15 - 05.01.2023 07:30","0","0","","5604","3644","","37157","39405",""
"05.01.2023 07:30 - 05.01.2023 07:45","0","0","","5855","3641","","36824","38629",""
"05.01.2023 07:45 - 05.01.2023 08:00","0","0","","5797","3686","","36506","38148",""
"05.01.2023 08:00 - 05.01.2023 08:15","11","6","","5719","3605","","36172","37585",""
"05.01.2023 08:15 - 05.01.2023 08:30","43","34","","5618","3512","","35835","36918",""
"05.01.2023 08:30 - 05.01.2023 08:45","354","287","","5510","3408","","35485","36254",""
"05.01.2023 08:45 - 05.01.2023 09:00","617","508","","5403","3290","","35119","35590",""
"05.01.2023 09:00 - 05.01.2023 09:15","928","780","","5278","3157","","34732","34967",""
"05.01.2023 09:15 - 05.01.2023 09:30","1308","1137","","5103","3030","","34332","34295",""
"05.01.2023 09:30 - 05.01.2023 09:45","1732","1553","","4917","2890","","33923","33634",""
"05.01.2023 09:45 - 05.01.2023 10:00","2174","1982","","4732","2735","","33497","32995",""
"05.01.2023 10:00 - 05.01.2023 10:15","2594","2407","","4545","2587","","33032","32366",""
"05.01.2023 10:15 - 05.01.2023 10:30","3031","2830","","4320","2570","","32616","31873",""
"05.01.2023 10:30 - 05.01.2023 10:45","3458","3250","","4095","2455","","32186","31366",""
"05.01.2023 10:45 - 05.01.2023 11:00","3891","3644","","3864","2339","","31728","30857",""
"05.01.2023 11:00 - 05.01.2023 11:15","4278","4014","","3640","2222","","31250","30339",""
"05.01.2023 11:15 - 05.01.2023 11:30","4625","4379","","3398","2151","","30828","29961",""
"05.01.2023 11:30 - 05.01.2023 11:45","4930","4680","","3154","2082","","30405","29587",""
"05.01.2023 11:45 - 05.01.2023 12:00","5163","4929","","2902","2061","","29983","29204",""
"05.01.2023 12:00 - 05.01.2023 12:15","5361","5164","","2662","1990","","29566","28823",""
"05.01.2023 12:15 - 05.01.2023 12:30","5515","5350","","2470","1920","","29102","28377",""
"05.01.2023 12:30 - 05.01.2023 12:45","5593","5402","","2276","1873","","28656","27925",""
"05.01.2023 12:45 - 05.01.2023 13:00","5572","5357","","2094","1816","","28260","27501",""
"05.01.2023 13:00 - 05.01.2023 13:15","5495","5235","","1933","1755","","27803","27001",""
"05.01.2023 13:15 - 05.01.2023 13:30","5358","5051","","1816","1664","","27172","26355",""
"05.01.2023 13:30 - 05.01.2023 13:45","5141","4843","","1718","1564","","26496","25671",""
"05.01.2023 13:45 - 05.01.2023 14:00","4838","4535","","1615","1460","","25782","24955",""
"05.01.2023 14:00 - 05.01.2023 14:15","4481","4254","","1521","1359","","24957","23931",""
"05.01.2023 14:15 - 05.01.2023 14:30","4046","3822","","1448","1292","","23918","23039",""
"05.01.2023 14:30 - 05.01.2023 14:45","3510","3268","","1373","1224","","22976","22169",""
"05.01.2023 14:45 - 05.01.2023 15:00","2916","2646","","1303","1153","","21965","21237",""
"05.01.2023 15:00 - 05.01.2023 15:15","2298","2063","","1229","1214","","21037","20311",""
"05.01.2023 15:15 - 05.01.2023 15:30","1723","1523","","1170","1151","","20207","19486",""
"05.01.2023 15:30 - 05.01.2023 15:45","1197","1029","","1111","1099","","19367","18650",""
"05.01.2023 15:45 - 05.01.2023 16:00","742","635","","1060","1038","","18520","17823",""
"05.01.2023 16:00 - 05.01.2023 16:15","442","382","","1013","987","","17663","17019",""
"05.01.2023 16:15 - 05.01.2023 16:30","206","186","","979","947","","16964","16378",""
"05.01.2023 16:30 - 05.01.2023 16:45","50","49","","947","906","","16251","15764",""
"05.01.2023 16:45 - 05.01.2023 17:00","9","9","","918","868","","15517","15161",""
"05.01.2023 17:00 - 05.01.2023 17:15","0","0","","895","832","","14794","14572",""
"05.01.2023 17:15 - 05.01.2023 17:30","0","0","","884","827","","14187","14078",""
"05.01.2023 17:30 - 05.01.2023 17:45","0","0","","880","823","","13587","13578",""
"05.01.2023 17:45 - 05.01.2023 18:00","0","0","","882","821","","12994","13072",""
"05.01.2023 18:00 - 05.01.2023 18:15","0","0","","891","837","","12428","12564",""
"05.01.2023 18:15 - 05.01.2023 18:30","0","0","","935","894","","11966","12133",""
"05.01.2023 18:30 - 05.01.2023 18:45","0","0","","981","951","","11534","11718",""
"05.01.2023 18:45 - 05.01.2023 19:00","0","0","","1031","1018","","11163","11345",""
"05.01.2023 19:00 - 05.01.2023 19:15","0","0","","1097","1102","","10876","11069",""
"05.01.2023 19:15 - 05.01.2023 19:30","0","0","","1200","1236","","10548","10767",""
"05.01.2023 19:30 - 05.01.2023 19:45","0","0","","1303","1372","","10165","10409",""
"05.01.2023 19:45 - 05.01.2023 20:00","0","0","","1408","1513","","9776","10023",""
"05.01.2023 20:00 - 05.01.2023 20:15","0","0","","1531","1669","","9391","9648",""
"05.01.2023 20:15 - 05.01.2023 20:30","0","0","","1701","1839","","9125","9390",""
"05.01.2023 20:30 - 05.01.2023 20:45","0","0","","1870","2014","","8856","9147",""
"05.01.2023 20:45 - 05.01.2023 21:00","0","0","","2044","2193","","8582","8921",""
"05.01.2023 21:00 - 05.01.2023 21:15","0","0","","2215","2379","","8333","8713",""
"05.01.2023 21:15 - 05.01.2023 21:30","0","0","","2376","2594","","8275","8688",""
"05.01.2023 21:30 - 05.01.2023 21:45","0","0","","2528","2809","","8220","8665",""
"05.01.2023 21:45 - 05.01.2023 22:00","0","0","","2685","3016","","8186","8659",""
"05.01.2023 22:00 - 05.01.2023 22:15","0","0","","2815","3183","","8117","8614",""
"05.01.2023 22:15 - 05.01.2023 22:30","0","0","","2986","3395","","8210","8756",""
"05.01.2023 22:30 - 05.01.2023 22:45","0","0","","3165","3600","","8303","8899",""
"05.01.2023 22:45 - 05.01.2023 23:00","0","0","","3342","3804","","8410","9040",""
"05.01.2023 23:00 - 05.01.2023 23:15","0","0","","3513","4001","","8523","9190",""
"05.01.2023 23:15 - 05.01.2023 23:30","0","0","","3695","4176","","8663","9392",""
"05.01.2023 23:30 - 05.01.2023 23:45","0","0","","3872","4348","","8799","9590",""
"05.01.2023 23:45 - 06.01.2023 00:00","0","0","","4042","4508","","8927","9793",""
"06.01.2023 00:00 - 06.01.2023 00:15","0","0","","4626","4490","","10606","10734",""
"06.01.2023 00:15 - 06.01.2023 00:30","0","0","","4703","4608","","10821","11056",""
"06.01.2023 00:30 - 06.01.2023 00:45","0","0","","4782","4771","","11026","11244",""
"06.01.2023 00:45 - 06.01.2023 01:00","0","0","","4861","4923","","11210","11369",""
"06.01.2023 01:00 - 06.01.2023 01:15","0","0","","4759","5142","","11409","11504",""
"06.01.2023 01:15 - 06.01.2023 01:30","0","0","","4757","5252","","11653","11703",""
"06.01.2023 01:30 - 06.01.2023 01:45","0","0","","4812","5397","","11897","11936",""
"06.01.2023 01:45 - 06.01.2023 02:00","0","0","","4858","5490","","12135","12146",""
"06.01.2023 02:00 - 06.01.2023 02:15","0","0","","4905","5545","","12381","12389",""
"06.01.2023 02:15 - 06.01.2023 02:30","0","0","","4954","5666","","12680","12703",""
"06.01.2023 02:30 - 06.01.2023 02:45","0","0","","5002","5835","","12991","13083",""
"06.01.2023 02:45 - 06.01.2023 03:00","0","0","","5050","5849","","13312","13391",""
"06.01.2023 03:00 - 06.01.2023 03:15","0","0","","5094","5922","","13632","13789",""
"06.01.2023 03:15 - 06.01.2023 03:30","0","0","","5135","5983","","13983","15058",""
"06.01.2023 03:30 - 06.01.2023 03:45","0","0","","5169","6066","","14336","15507",""
"06.01.2023 03:45 - 06.01.2023 04:00","0","0","","5201","6113","","14697","15909",""
"06.01.2023 04:00 - 06.01.2023 04:15","0","0","","5240","6205","","15079","16388",""
"06.01.2023 04:15 - 06.01.2023 04:30","0","0","","5272","6254","","15478","16906",""
"06.01.2023 04:30 - 06.01.2023 04:45","0","0","","5314","6277","","15871","17533",""
"06.01.2023 04:45 - 06.01.2023 05:00","0","0","","5356","6301","","16270","17970",""
"06.01.2023 05:00 - 06.01.2023 05:15","0","0","","5397","6319","","16658","18600",""
"06.01.2023 05:15 - 06.01.2023 05:30","0","0","","5431","6341","","17081","19232",""
"06.01.2023 05:30 - 06.01.2023 05:45","0","0","","5464","6402","","17501","19532",""
"06.01.2023 05:45 - 06.01.2023 06:00","0","0","","5501","6430","","17920","20013",""
"06.01.2023 06:00 - 06.01.2023 06:15","0","0","","5514","6354","","18671","21009",""
"06.01.2023 06:15 - 06.01.2023 06:30","0","0","","5525","6291","","19247","21927",""
"06.01.2023 06:30 - 06.01.2023 06:45","0","0","","5540","6219","","19828","22498",""
"06.01.2023 06:45 - 06.01.2023 07:00","0","0","","5563","6071","","20382","22958",""
"06.01.2023 07:00 - 06.01.2023 07:15","0","0","","5590","5876","","20874","23452",""
"06.01.2023 07:15 - 06.01.2023 07:30","0","0","","5585","5768","","21412","24025",""
"06.01.2023 07:30 - 06.01.2023 07:45","0","0","","5546","5572","","22008","24624",""
"06.01.2023 07:45 - 06.01.2023 08:00","0","0","","5403","5603","","22650","25154",""
"06.01.2023 08:00 - 06.01.2023 08:15","22","9","","5378","5629","","23283","25659",""
"06.01.2023 08:15 - 06.01.2023 08:30","94","65","","5364","5682","","23843","26201",""
