"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DE-LU","Generation - Solar  [MW] Intraday / BZN|DE-LU","Generation - Solar  [MW] Current / BZN|DE-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore  [MW] Current / BZN|DE-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore  [MW] Current / BZN|DE-LU"
"11.12.2023 07:15 - 11.12.2023 07:30","0","0","","1715","775","","28087","22904",""
"11.12.2023 07:30 - 11.12.2023 07:45","0","0","","1552","651","","28038","22752",""
"11.12.2023 07:45 - 11.12.2023 08:00","0","1","","1389","606","","28009","22754",""
"11.12.2023 08:00 - 11.12.2023 08:15","117","111","","1255","563","","28012","22716",""
"11.12.2023 08:15 - 11.12.2023 08:30","295","284","","1185","513","","28016","22690",""
"11.12.2023 08:30 - 11.12.2023 08:45","674","635","","1118","465","","28021","22687",""
"11.12.2023 08:45 - 11.12.2023 09:00","1173","1090","","1055","424","","28027","22625",""
"11.12.2023 09:00 - 11.12.2023 09:15","1745","1598","","1009","370","","28028","22731",""
"11.12.2023 09:15 - 11.12.2023 09:30","2409","2131","","1011","363","","28006","22693",""
"11.12.2023 09:30 - 11.12.2023 09:45","3068","2732","","1018","353","","27977","22652",""
"11.12.2023 09:45 - 11.12.2023 10:00","3700","3271","","1029","384","","27939","22603",""
"11.12.2023 10:00 - 11.12.2023 10:15","4277","3736","","1049","388","","27933","22545",""
"11.12.2023 10:15 - 11.12.2023 10:30","4835","4177","","1091","417","","27987","22529",""
"11.12.2023 10:30 - 11.12.2023 10:45","5331","4566","","1141","445","","28030","22534",""
"11.12.2023 10:45 - 11.12.2023 11:00","5767","4911","","1191","472","","28077","22566",""
"11.12.2023 11:00 - 11.12.2023 11:15","6130","5236","","1256","516","","28108","22624",""
"11.12.2023 11:15 - 11.12.2023 11:30","6438","5531","","1339","583","","28165","22760",""
"11.12.2023 11:30 - 11.12.2023 11:45","6684","5761","","1422","657","","28215","22895",""
"11.12.2023 11:45 - 11.12.2023 12:00","6825","5897","","1504","728","","28263","23030",""
"11.12.2023 12:00 - 11.12.2023 12:15","6874","5966","","1592","806","","28345","23186",""
"11.12.2023 12:15 - 11.12.2023 12:30","6849","5963","","1680","929","","28438","23417",""
"11.12.2023 12:30 - 11.12.2023 12:45","6710","5863","","1767","1053","","28552","23658",""
"11.12.2023 12:45 - 11.12.2023 13:00","6486","5692","","1848","1177","","28719","23919",""
"11.12.2023 13:00 - 11.12.2023 13:15","6212","5471","","1915","1291","","28837","24193",""
"11.12.2023 13:15 - 11.12.2023 13:30","5866","5175","","1950","1372","","28845","24413",""
"11.12.2023 13:30 - 11.12.2023 13:45","5451","4830","","1979","1455","","28781","24576",""
"11.12.2023 13:45 - 11.12.2023 14:00","4982","4444","","1999","1533","","28674","24705",""
"11.12.2023 14:00 - 11.12.2023 14:15","4480","4097","","2009","1589","","28533","24879",""
"11.12.2023 14:15 - 11.12.2023 14:30","3938","3568","","1993","1610","","28381","24941",""
"11.12.2023 14:30 - 11.12.2023 14:45","3343","2980","","1982","1635","","28222","25004",""
"11.12.2023 14:45 - 11.12.2023 15:00","2712","2379","","1969","1662","","28056","25064",""
"11.12.2023 15:00 - 11.12.2023 15:15","2119","1844","","1947","1684","","27896","25119",""
"11.12.2023 15:15 - 11.12.2023 15:30","1536","1325","","1903","1650","","27703","25173",""
"11.12.2023 15:30 - 11.12.2023 15:45","977","851","","1855","1626","","27523","25238",""
"11.12.2023 15:45 - 11.12.2023 16:00","498","460","","1811","1612","","27347","25305",""
"11.12.2023 16:00 - 11.12.2023 16:15","174","192","","1760","1581","","27171","25358",""
"11.12.2023 16:15 - 11.12.2023 16:30","37","68","","1715","1481","","27011","25364",""
"11.12.2023 16:30 - 11.12.2023 16:45","9","30","","1679","1378","","26846","25390",""
"11.12.2023 16:45 - 11.12.2023 17:00","2","7","","1641","1280","","26679","25426",""
"11.12.2023 17:00 - 11.12.2023 17:15","0","0","","1605","1185","","26485","25441",""
"11.12.2023 17:15 - 11.12.2023 17:30","0","0","","1572","1093","","26312","25399",""
"11.12.2023 17:30 - 11.12.2023 17:45","0","0","","1537","1014","","26133","25358",""
"11.12.2023 17:45 - 11.12.2023 18:00","0","0","","1499","939","","25951","25311",""
"11.12.2023 18:00 - 11.12.2023 18:15","0","0","","1462","868","","25764","25247",""
"11.12.2023 18:15 - 11.12.2023 18:30","0","0","","1419","822","","25564","25156",""
"11.12.2023 18:30 - 11.12.2023 18:45","0","0","","1374","773","","25358","25049",""
"11.12.2023 18:45 - 11.12.2023 19:00","0","0","","1337","723","","25153","24929",""
"11.12.2023 19:00 - 11.12.2023 19:15","0","0","","1296","683","","24880","24793",""
"11.12.2023 19:15 - 11.12.2023 19:30","0","0","","1261","666","","24518","24601",""
"11.12.2023 19:30 - 11.12.2023 19:45","0","0","","1236","655","","24181","24403",""
"11.12.2023 19:45 - 11.12.2023 20:00","0","0","","1200","636","","23896","24229",""
"11.12.2023 20:00 - 11.12.2023 20:15","0","0","","1178","631","","23651","24040",""
"11.12.2023 20:15 - 11.12.2023 20:30","0","0","","1161","637","","23406","23779",""
"11.12.2023 20:30 - 11.12.2023 20:45","0","0","","1141","643","","23102","23466",""
"11.12.2023 20:45 - 11.12.2023 21:00","0","0","","1122","642","","22766","23127",""
"11.12.2023 21:00 - 11.12.2023 21:15","0","0","","1096","646","","22392","22753",""
"11.12.2023 21:15 - 11.12.2023 21:30","0","0","","1075","655","","22046","22359",""
"11.12.2023 21:30 - 11.12.2023 21:45","0","0","","1053","665","","21698","21964",""
"11.12.2023 21:45 - 11.12.2023 22:00","0","0","","1021","674","","21346","21574",""
"11.12.2023 22:00 - 11.12.2023 22:15","0","0","","1013","673","","20854","21112",""
"11.12.2023 22:15 - 11.12.2023 22:30","0","0","","985","687","","20427","20686",""
"11.12.2023 22:30 - 11.12.2023 22:45","0","0","","954","695","","19991","20243",""
"11.12.2023 22:45 - 11.12.2023 23:00","0","0","","927","704","","19547","19788",""
"11.12.2023 23:00 - 11.12.2023 23:15","0","0","","895","710","","19125","19333",""
"11.12.2023 23:15 - 11.12.2023 23:30","0","0","","870","712","","18706","18878",""
"11.12.2023 23:30 - 11.12.2023 23:45","0","0","","846","715","","18280","18408",""
"11.12.2023 23:45 - 12.12.2023 00:00","0","0","","820","715","","17852","17923",""
"12.12.2023 00:00 - 12.12.2023 00:15","0","0","","636","779","","17153","17528",""
"12.12.2023 00:15 - 12.12.2023 00:30","0","0","","627","790","","16647","16902",""
"12.12.2023 00:30 - 12.12.2023 00:45","0","0","","619","785","","16141","16300",""
"12.12.2023 00:45 - 12.12.2023 01:00","0","0","","605","787","","15627","15686",""
"12.12.2023 01:00 - 12.12.2023 01:15","0","0","","599","768","","15067","15020",""
"12.12.2023 01:15 - 12.12.2023 01:30","0","0","","585","755","","14481","14494",""
"12.12.2023 01:30 - 12.12.2023 01:45","0","0","","577","747","","13897","13932",""
"12.12.2023 01:45 - 12.12.2023 02:00","0","0","","565","757","","13313","13332",""
"12.12.2023 02:00 - 12.12.2023 02:15","0","0","","557","743","","12735","12762",""
"12.12.2023 02:15 - 12.12.2023 02:30","0","0","","546","721","","12175","12327",""
"12.12.2023 02:30 - 12.12.2023 02:45","0","0","","536","656","","11615","11831",""
"12.12.2023 02:45 - 12.12.2023 03:00","0","0","","524","611","","11060","11328",""
"12.12.2023 03:00 - 12.12.2023 03:15","0","0","","515","595","","10513","10799",""
"12.12.2023 03:15 - 12.12.2023 03:30","0","0","","504","582","","10035","10377",""
"12.12.2023 03:30 - 12.12.2023 03:45","0","0","","498","562","","9561","9884",""
"12.12.2023 03:45 - 12.12.2023 04:00","0","0","","491","547","","9088","9469",""
"12.12.2023 04:00 - 12.12.2023 04:15","0","0","","483","526","","8637","9071",""
"12.12.2023 04:15 - 12.12.2023 04:30","0","0","","490","494","","8268","8891",""
"12.12.2023 04:30 - 12.12.2023 04:45","0","0","","499","484","","7896","8655",""
"12.12.2023 04:45 - 12.12.2023 05:00","0","0","","508","468","","7521","8356",""
"12.12.2023 05:00 - 12.12.2023 05:15","0","0","","520","463","","7158","8053",""
"12.12.2023 05:15 - 12.12.2023 05:30","0","0","","536","493","","6828","7879",""
"12.12.2023 05:30 - 12.12.2023 05:45","0","0","","545","508","","6493","7751",""
"12.12.2023 05:45 - 12.12.2023 06:00","0","0","","560","541","","6160","7507",""
"12.12.2023 06:00 - 12.12.2023 06:15","0","0","","575","548","","5869","7384",""
"12.12.2023 06:15 - 12.12.2023 06:30","0","0","","594","560","","5684","7132",""
"12.12.2023 06:30 - 12.12.2023 06:45","0","0","","613","583","","5488","6854",""
"12.12.2023 06:45 - 12.12.2023 07:00","0","0","","637","575","","5276","6603",""
"12.12.2023 07:00 - 12.12.2023 07:15","0","0","","668","570","","5087","6377",""
"12.12.2023 07:15 - 12.12.2023 07:30","0","0","","699","600","","4948","6221",""
"12.12.2023 07:30 - 12.12.2023 07:45","0","0","","729","654","","4832","5958",""
"12.12.2023 07:45 - 12.12.2023 08:00","0","1","","760","712","","4729","5831",""
"12.12.2023 08:00 - 12.12.2023 08:15","89","86","","801","755","","4645","5723",""
"12.12.2023 08:15 - 12.12.2023 08:30","260","253","","827","780","","4630","5596",""
"12.12.2023 08:30 - 12.12.2023 08:45","592","599","","853","818","","4611","5487",""
"12.12.2023 08:45 - 12.12.2023 09:00","987","1025","","876","860","","4592","5373",""
"12.12.2023 09:00 - 12.12.2023 09:15","1431","1508","","903","872","","4576","5042",""
"12.12.2023 09:15 - 12.12.2023 09:30","1933","2069","","917","899","","4567","4910",""
"12.12.2023 09:30 - 12.12.2023 09:45","2454","2654","","939","924","","4556","4782",""
"12.12.2023 09:45 - 12.12.2023 10:00","2953","3230","","965","949","","4540","4649",""
"12.12.2023 10:00 - 12.12.2023 10:15","3402","3762","","989","974","","4508","4502",""
"12.12.2023 10:15 - 12.12.2023 10:30","3833","4251","","1017","1009","","4418","4367",""
"12.12.2023 10:30 - 12.12.2023 10:45","4209","4634","","1049","1027","","4327","4240",""
"12.12.2023 10:45 - 12.12.2023 11:00","4512","4914","","1083","1047","","4231","4125",""
"12.12.2023 11:00 - 12.12.2023 11:15","4742","5127","","1122","1069","","4145","4042",""
"12.12.2023 11:15 - 12.12.2023 11:30","4915","5301","","1179","1110","","4107","4016",""
"12.12.2023 11:30 - 12.12.2023 11:45","5000","5363","","1237","1150","","4068","3988",""
"12.12.2023 11:45 - 12.12.2023 12:00","5026","5320","","1290","1189","","4026","3961",""
"12.12.2023 12:00 - 12.12.2023 12:15","5023","5252","","1353","1243","","4022","3966",""
"12.12.2023 12:15 - 12.12.2023 12:30","4977","5157","","1421","1313","","4081","4024",""
"12.12.2023 12:30 - 12.12.2023 12:45","4861","4991","","1497","1378","","4138","4068",""
"12.12.2023 12:45 - 12.12.2023 13:00","4673","4763","","1571","1447","","4189","4084",""
"12.12.2023 13:00 - 12.12.2023 13:15","4436","4512","","1648","1532","","4267","4122",""
"12.12.2023 13:15 - 12.12.2023 13:30","4157","4221","","1770","1688","","4377","4206",""
"12.12.2023 13:30 - 12.12.2023 13:45","3825","3868","","1891","1842","","4495","4300",""
"12.12.2023 13:45 - 12.12.2023 14:00","3445","3460","","2012","1997","","4620","4397",""
"12.12.2023 14:00 - 12.12.2023 14:15","3047","3190","","2144","2305","","4776","4527",""
"12.12.2023 14:15 - 12.12.2023 14:30","2624","2733","","2313","2534","","5030","4741",""
"12.12.2023 14:30 - 12.12.2023 14:45","2170","2248","","2484","2759","","5285","4954",""
"12.12.2023 14:45 - 12.12.2023 15:00","1706","1767","","2653","2978","","5541","5164",""
"12.12.2023 15:00 - 12.12.2023 15:15","1270","1302","","2833","3207","","5843","5415",""
"12.12.2023 15:15 - 12.12.2023 15:30","902","908","","3062","3490","","6288","5804",""
"12.12.2023 15:30 - 12.12.2023 15:45","576","559","","3292","3762","","6738","6193",""
"12.12.2023 15:45 - 12.12.2023 16:00","318","295","","3516","4013","","7185","6580",""
"12.12.2023 16:00 - 12.12.2023 16:15","131","104","","3743","4265","","7645","6989",""
"12.12.2023 16:15 - 12.12.2023 16:30","52","32","","3990","4472","","8108","7444",""
"12.12.2023 16:30 - 12.12.2023 16:45","22","12","","4234","4681","","8575","7916",""
"12.12.2023 16:45 - 12.12.2023 17:00","6","3","","4485","4868","","9042","8399",""
"12.12.2023 17:00 - 12.12.2023 17:15","0","0","","4719","5018","","9507","8879",""
"12.12.2023 17:15 - 12.12.2023 17:30","0","0","","4890","5101","","9949","9327",""
"12.12.2023 17:30 - 12.12.2023 17:45","0","0","","5060","5183","","10385","9779",""
"12.12.2023 17:45 - 12.12.2023 18:00","0","0","","5233","5251","","10825","10229",""
"12.12.2023 18:00 - 12.12.2023 18:15","0","0","","5385","5315","","11243","10659",""
"12.12.2023 18:15 - 12.12.2023 18:30","0","0","","5469","5338","","11576","11051",""
"12.12.2023 18:30 - 12.12.2023 18:45","0","0","","5466","5323","","11906","11426",""
"12.12.2023 18:45 - 12.12.2023 19:00","0","0","","5408","5283","","12236","11786",""
"12.12.2023 19:00 - 12.12.2023 19:15","0","0","","5439","5283","","12546","12120",""
"12.12.2023 19:15 - 12.12.2023 19:30","0","0","","5471","5292","","12748","12376",""
"12.12.2023 19:30 - 12.12.2023 19:45","0","0","","5507","5301","","12968","12649",""
"12.12.2023 19:45 - 12.12.2023 20:00","0","0","","5509","5303","","13221","12965",""
"12.12.2023 20:00 - 12.12.2023 20:15","0","0","","5542","5326","","13493","13290",""
"12.12.2023 20:15 - 12.12.2023 20:30","0","0","","5553","5336","","13737","13552",""
"12.12.2023 20:30 - 12.12.2023 20:45","0","0","","5502","5345","","13950","13763",""
"12.12.2023 20:45 - 12.12.2023 21:00","0","0","","5515","5358","","14147","13949",""
"12.12.2023 21:00 - 12.12.2023 21:15","0","0","","5529","5368","","14351","14092",""
"12.12.2023 21:15 - 12.12.2023 21:30","0","0","","5524","5374","","14575","14205",""
"12.12.2023 21:30 - 12.12.2023 21:45","0","0","","5521","5382","","14797","14318",""
"12.12.2023 21:45 - 12.12.2023 22:00","0","0","","5519","5389","","15009","14435",""
"12.12.2023 22:00 - 12.12.2023 22:15","0","0","","5535","5401","","15119","14502",""
"12.12.2023 22:15 - 12.12.2023 22:30","0","0","","5522","5400","","15243","14617",""
"12.12.2023 22:30 - 12.12.2023 22:45","0","0","","5511","5396","","15359","14735",""
"12.12.2023 22:45 - 12.12.2023 23:00","0","0","","5498","5387","","15473","14860",""
"12.12.2023 23:00 - 12.12.2023 23:15","0","0","","5480","5380","","15553","14967",""
"12.12.2023 23:15 - 12.12.2023 23:30","0","0","","5460","5374","","15568","15027",""
"12.12.2023 23:30 - 12.12.2023 23:45","0","0","","5440","5367","","15581","15087",""
"12.12.2023 23:45 - 13.12.2023 00:00","0","0","","5429","5361","","15592","15140",""
"13.12.2023 00:00 - 13.12.2023 00:15","0","0","","5653","6132","","16122","14560",""
"13.12.2023 00:15 - 13.12.2023 00:30","0","0","","5674","6095","","16169","14628",""
"13.12.2023 00:30 - 13.12.2023 00:45","0","0","","5694","6047","","16204","14841",""
"13.12.2023 00:45 - 13.12.2023 01:00","0","0","","5705","6008","","16219","14873",""
"13.12.2023 01:00 - 13.12.2023 01:15","0","0","","5711","5974","","16187","14900",""
"13.12.2023 01:15 - 13.12.2023 01:30","0","0","","5707","5917","","16122","14734",""
"13.12.2023 01:30 - 13.12.2023 01:45","0","0","","5711","5903","","16069","14637",""
"13.12.2023 01:45 - 13.12.2023 02:00","0","0","","5711","5855","","16023","14646",""
"13.12.2023 02:00 - 13.12.2023 02:15","0","0","","5710","5784","","15961","14693",""
"13.12.2023 02:15 - 13.12.2023 02:30","0","0","","5729","5787","","15872","14669",""
"13.12.2023 02:30 - 13.12.2023 02:45","0","0","","5732","5848","","15778","14712",""
"13.12.2023 02:45 - 13.12.2023 03:00","0","0","","5749","5879","","15683","14653",""
"13.12.2023 03:00 - 13.12.2023 03:15","0","0","","5758","5907","","15554","14671",""
"13.12.2023 03:15 - 13.12.2023 03:30","0","0","","5777","5885","","15395","14494",""
"13.12.2023 03:30 - 13.12.2023 03:45","0","0","","5800","5844","","15241","14377",""
"13.12.2023 03:45 - 13.12.2023 04:00","0","0","","5795","5799","","15093","14425",""
"13.12.2023 04:00 - 13.12.2023 04:15","0","0","","5817","5766","","14965","14475",""
"13.12.2023 04:15 - 13.12.2023 04:30","0","0","","5812","5769","","14787","14323",""
"13.12.2023 04:30 - 13.12.2023 04:45","0","0","","5850","5752","","14607","14009",""
"13.12.2023 04:45 - 13.12.2023 05:00","0","0","","5886","5751","","14429","13906",""
"13.12.2023 05:00 - 13.12.2023 05:15","0","0","","5919","5794","","14245","13797",""
"13.12.2023 05:15 - 13.12.2023 05:30","0","0","","5951","5875","","14073","13601",""
"13.12.2023 05:30 - 13.12.2023 05:45","0","0","","5987","5962","","13898","13490",""
"13.12.2023 05:45 - 13.12.2023 06:00","0","0","","6022","6065","","13721","13397",""
"13.12.2023 06:00 - 13.12.2023 06:15","0","0","","6049","6139","","13660","13436",""
"13.12.2023 06:15 - 13.12.2023 06:30","0","0","","6093","6211","","13480","13130",""
"13.12.2023 06:30 - 13.12.2023 06:45","0","0","","6128","6210","","13249","13005",""
"13.12.2023 06:45 - 13.12.2023 07:00","0","0","","6159","6246","","12980","12787",""
"13.12.2023 07:00 - 13.12.2023 07:15","0","0","","6193","6274","","12729","12596",""
"13.12.2023 07:15 - 13.12.2023 07:30","0","0","","6227","6313","","12546","12490",""
"13.12.2023 07:30 - 13.12.2023 07:45","0","0","","6265","6352","","12406","12339",""
"13.12.2023 07:45 - 13.12.2023 08:00","0","1","","6295","6383","","12284","12220",""
"13.12.2023 08:00 - 13.12.2023 08:15","62","66","","6324","6410","","12158","12119",""
"13.12.2023 08:15 - 13.12.2023 08:30","178","167","","6346","6449","","12003","12069",""
"13.12.2023 08:30 - 13.12.2023 08:45","424","391","","6370","6480","","11854","12000",""
"13.12.2023 08:45 - 13.12.2023 09:00","735","670","","6304","6512","","11714","11875",""
"13.12.2023 09:00 - 13.12.2023 09:15","1116","1016","","6314","6574","","11577","12077",""
"13.12.2023 09:15 - 13.12.2023 09:30","1564","1413","","6304","6584","","11457","11993",""
"13.12.2023 09:30 - 13.12.2023 09:45","2065","1856","","6297","6597","","11337","11908",""
"13.12.2023 09:45 - 13.12.2023 10:00","2537","2305","","6290","6609","","11218","11804",""
"13.12.2023 10:00 - 13.12.2023 10:15","2992","2742","","6277","6616","","11090","11687",""
"13.12.2023 10:15 - 13.12.2023 10:30","3440","3175","","6264","6610","","10925","11529",""
"13.12.2023 10:30 - 13.12.2023 10:45","3847","3549","","6253","6604","","10759","11371",""
"13.12.2023 10:45 - 13.12.2023 11:00","4194","3849","","6240","6594","","10593","11212",""
"13.12.2023 11:00 - 13.12.2023 11:15","4481","4121","","6230","6291","","10411","11057",""
"13.12.2023 11:15 - 13.12.2023 11:30","4718","4346","","6218","6280","","10226","10902",""
"13.12.2023 11:30 - 13.12.2023 11:45","4884","4481","","6204","6272","","10039","10748",""
"13.12.2023 11:45 - 13.12.2023 12:00","4971","4492","","6192","6262","","9855","10598",""
"13.12.2023 12:00 - 13.12.2023 12:15","4997","4488","","6184","6272","","9695","10450",""
"13.12.2023 12:15 - 13.12.2023 12:30","4967","4471","","6178","6265","","9576","10339",""
"13.12.2023 12:30 - 13.12.2023 12:45","4872","4394","","6169","6261","","9460","10233",""
"13.12.2023 12:45 - 13.12.2023 13:00","4718","4264","","6164","6256","","9350","10136",""
"13.12.2023 13:00 - 13.12.2023 13:15","4500","4102","","6159","6252","","9295","10067",""
"13.12.2023 13:15 - 13.12.2023 13:30","4228","3890","","6135","6247","","9296","10024",""
"13.12.2023 13:30 - 13.12.2023 13:45","3895","3627","","6133","6239","","9288","9970",""
"13.12.2023 13:45 - 13.12.2023 14:00","3514","3303","","6134","6236","","9272","9908",""
"13.12.2023 14:00 - 13.12.2023 14:15","3116","3129","","6130","6193","","9268","9956",""
"13.12.2023 14:15 - 13.12.2023 14:30","2690","2692","","6133","6186","","9333","10000",""
"13.12.2023 14:30 - 13.12.2023 14:45","2226","2211","","6131","6179","","9403","10044",""
"13.12.2023 14:45 - 13.12.2023 15:00","1762","1724","","6133","6169","","9467","10085",""
"13.12.2023 15:00 - 13.12.2023 15:15","1312","1274","","6137","6166","","9548","10137",""
"13.12.2023 15:15 - 13.12.2023 15:30","929","906","","6135","6164","","9681","10222",""
"13.12.2023 15:30 - 13.12.2023 15:45","588","580","","6135","6168","","9813","10314",""
"13.12.2023 15:45 - 13.12.2023 16:00","323","328","","6136","6168","","9947","10406",""
"13.12.2023 16:00 - 13.12.2023 16:15","132","152","","6139","6170","","10054","10489",""
"13.12.2023 16:15 - 13.12.2023 16:30","50","68","","6148","6170","","10132","10535",""
"13.12.2023 16:30 - 13.12.2023 16:45","21","34","","6152","6174","","10218","10583",""
"13.12.2023 16:45 - 13.12.2023 17:00","6","9","","6163","6177","","10303","10622",""
"13.12.2023 17:00 - 13.12.2023 17:15","0","0","","6173","6180","","10364","10642",""
"13.12.2023 17:15 - 13.12.2023 17:30","0","0","","6190","6177","","10401","10625",""
"13.12.2023 17:30 - 13.12.2023 17:45","0","0","","6211","6182","","10440","10606",""
"13.12.2023 17:45 - 13.12.2023 18:00","0","0","","6229","6182","","10478","10585",""
"13.12.2023 18:00 - 13.12.2023 18:15","0","0","","6249","6186","","10503","10557",""
"13.12.2023 18:15 - 13.12.2023 18:30","0","0","","6239","6190","","10512","10502",""
"13.12.2023 18:30 - 13.12.2023 18:45","0","0","","6245","6196","","10520","10457",""
"13.12.2023 18:45 - 13.12.2023 19:00","0","0","","6255","6198","","10530","10428",""
"13.12.2023 19:00 - 13.12.2023 19:15","0","0","","6241","6201","","10537","10411",""
"13.12.2023 19:15 - 13.12.2023 19:30","0","0","","6183","6147","","10545","10394",""
"13.12.2023 19:30 - 13.12.2023 19:45","0","0","","6127","6131","","10569","10402",""
"13.12.2023 19:45 - 13.12.2023 20:00","0","0","","6238","6129","","10606","10461",""
"13.12.2023 20:00 - 13.12.2023 20:15","0","0","","6262","6208","","10632","10545",""
"13.12.2023 20:15 - 13.12.2023 20:30","0","0","","6270","6243","","10601","10589",""
"13.12.2023 20:30 - 13.12.2023 20:45","0","0","","6210","6202","","10547","10594",""
"13.12.2023 20:45 - 13.12.2023 21:00","0","0","","6140","6160","","10480","10585",""
"13.12.2023 21:00 - 13.12.2023 21:15","0","0","","6053","6108","","10397","10570",""
"13.12.2023 21:15 - 13.12.2023 21:30","0","0","","5926","6032","","10298","10534",""
"13.12.2023 21:30 - 13.12.2023 21:45","0","0","","5790","6008","","10194","10494",""
"13.12.2023 21:45 - 13.12.2023 22:00","0","0","","5725","5919","","10087","10447",""
"13.12.2023 22:00 - 13.12.2023 22:15","0","0","","5585","5828","","9916","10330",""
"13.12.2023 22:15 - 13.12.2023 22:30","0","0","","5382","5659","","9771","10252",""
"13.12.2023 22:30 - 13.12.2023 22:45","0","0","","5171","5494","","9627","10177",""
"13.12.2023 22:45 - 13.12.2023 23:00","0","0","","4955","5322","","9482","10103",""
"13.12.2023 23:00 - 13.12.2023 23:15","0","0","","4741","5151","","9327","10024",""
"13.12.2023 23:15 - 13.12.2023 23:30","0","0","","4509","4966","","9159","9935",""
"13.12.2023 23:30 - 13.12.2023 23:45","0","0","","4279","4783","","8990","9843",""
"13.12.2023 23:45 - 14.12.2023 00:00","0","0","","4045","4575","","8819","9746",""
"14.12.2023 00:00 - 14.12.2023 00:15","0","0","","4641","4724","","8835","8582",""
"14.12.2023 00:15 - 14.12.2023 00:30","0","0","","4446","4544","","8662","8399",""
"14.12.2023 00:30 - 14.12.2023 00:45","0","0","","4248","4346","","8485","8175",""
"14.12.2023 00:45 - 14.12.2023 01:00","0","0","","4028","4124","","8305","7998",""
"14.12.2023 01:00 - 14.12.2023 01:15","0","0","","3804","3872","","8121","7829",""
"14.12.2023 01:15 - 14.12.2023 01:30","0","0","","3611","3671","","7952","7759",""
"14.12.2023 01:30 - 14.12.2023 01:45","0","0","","3408","3468","","7781","7561",""
"14.12.2023 01:45 - 14.12.2023 02:00","0","0","","3211","3268","","7612","7480",""
"14.12.2023 02:00 - 14.12.2023 02:15","0","0","","3018","3064","","7444","7370",""
"14.12.2023 02:15 - 14.12.2023 02:30","0","0","","2843","2924","","7271","7230",""
"14.12.2023 02:30 - 14.12.2023 02:45","0","0","","2663","2715","","7095","7073",""
"14.12.2023 02:45 - 14.12.2023 03:00","0","0","","2488","2542","","6922","6893",""
"14.12.2023 03:00 - 14.12.2023 03:15","0","0","","2321","2339","","6745","6772",""
"14.12.2023 03:15 - 14.12.2023 03:30","0","0","","2175","2165","","6577","6544",""
"14.12.2023 03:30 - 14.12.2023 03:45","0","0","","2033","2030","","6413","6436",""
"14.12.2023 03:45 - 14.12.2023 04:00","0","0","","1893","1924","","6246","6305",""
"14.12.2023 04:00 - 14.12.2023 04:15","0","0","","1752","1775","","6092","6175",""
"14.12.2023 04:15 - 14.12.2023 04:30","0","0","","1655","1678","","5933","6003",""
"14.12.2023 04:30 - 14.12.2023 04:45","0","0","","1558","1588","","5771","5882",""
"14.12.2023 04:45 - 14.12.2023 05:00","0","0","","1462","1526","","5607","5738",""
"14.12.2023 05:00 - 14.12.2023 05:15","0","0","","1373","1442","","5446","5554",""
"14.12.2023 05:15 - 14.12.2023 05:30","0","0","","1290","1346","","5290","5373",""
"14.12.2023 05:30 - 14.12.2023 05:45","0","0","","1210","1270","","5132","5241",""
"14.12.2023 05:45 - 14.12.2023 06:00","0","0","","1126","1147","","4973","5039",""
"14.12.2023 06:00 - 14.12.2023 06:15","0","0","","1045","1041","","4823","4859",""
"14.12.2023 06:15 - 14.12.2023 06:30","0","0","","981","960","","4681","4607",""
"14.12.2023 06:30 - 14.12.2023 06:45","0","0","","914","916","","4535","4410",""
"14.12.2023 06:45 - 14.12.2023 07:00","0","0","","847","869","","4387","4229",""
"14.12.2023 07:00 - 14.12.2023 07:15","0","0","","783","804","","4233","4066",""
"14.12.2023 07:15 - 14.12.2023 07:30","0","0","","726","761","","4086","3953",""
"14.12.2023 07:30 - 14.12.2023 07:45","0","0","","677","720","","3950","3882",""
"14.12.2023 07:45 - 14.12.2023 08:00","0","0","","630","683","","3817","3832",""
"14.12.2023 08:00 - 14.12.2023 08:15","60","39","","580","628","","3688","3759",""
"14.12.2023 08:15 - 14.12.2023 08:30","159","106","","546","585","","3576","3711",""
"14.12.2023 08:30 - 14.12.2023 08:45","334","254","","509","542","","3466","3632",""
"14.12.2023 08:45 - 14.12.2023 09:00","536","416","","476","506","","3358","3544",""
"14.12.2023 09:00 - 14.12.2023 09:15","776","623","","446","464","","3243","3527",""
"14.12.2023 09:15 - 14.12.2023 09:30","1062","879","","416","432","","3115","3410",""
"14.12.2023 09:30 - 14.12.2023 09:45","1400","1133","","396","402","","2985","3290",""
"14.12.2023 09:45 - 14.12.2023 10:00","1712","1409","","368","369","","2852","3150",""
"14.12.2023 10:00 - 14.12.2023 10:15","1998","1677","","348","339","","2711","3083",""
"14.12.2023 10:15 - 14.12.2023 10:30","2280","1941","","329","315","","2601","2987",""
"14.12.2023 10:30 - 14.12.2023 10:45","2536","2190","","306","298","","2488","2888",""
"14.12.2023 10:45 - 14.12.2023 11:00","2761","2420","","287","277","","2380","2785",""
"14.12.2023 11:00 - 14.12.2023 11:15","2949","2615","","275","258","","2295","2696",""
